entity,corpus,frequency,snomed_concept,depth
psychogenic,B,1,278926001,6
pth,B,1,8698005,17
pubescent,B,1,35850006,17
pubic,B,1,417269000,16
pulmonary contusions,B,1,,
pulmonary hypertension,B,1,70995007,11
pulmonary wheezing,B,1,,
pulsus paradoxus,B,1,52099006,11
pupil,B,1,35146001,22
pupillary constriction,B,1,,
pupils,B,1,141223004,
pure respiratory acidosis,B,1,,
pus,B,1,11311000,13
pylorus,B,1,78987009,23
pyramidal tract,B,1,72217004,19
quantify,B,1,121276004,15
quick,B,1,101825002,6
quinolone antibiotics,B,1,,
rabies,B,1,14168008,10
radial physics,B,1,,
radiated low back pain,B,1,,
radiating pain,B,1,9972008,11
radiation,B,1,82107009,2
radiation dose,B,1,282717008,4
radicular,B,1,196450006,
radicular pain,B,1,11679003,16
radiological imaging,B,1,718266003,4
rapid,B,1,255358001,5
rapid gastric emptying,B,1,8466006,9
raspberry,B,1,227444000,8
re-feed,B,1,,
reaccumulate,B,1,,
reactive lymph node hyperplasia,B,1,,
reactive lymphocytosis,B,1,,
reading,B,1,50360004,10
recent development,B,1,,
recent infection,B,1,,
recent treatment,B,1,,
receptors,B,1,104490006,13
recovery,B,1,373669009,11
recruitment,B,1,251524001,
rectorrhagia,B,1,12063002,15
recurrent acute otitis media,B,1,194287004,15
recurrent fevers,B,1,,
recurrent infections,B,1,1187114007,13
recurrent symptoms,B,1,,
red,B,1,79642002,9
red lips,B,1,,
reddening,B,1,,
reddish striae,B,1,,
reduce,B,1,150648006,
reduced,B,1,260400001,5
reduced strength,B,1,,
refeeding syndrome,B,1,427698009,8
regression,B,1,48386003,9
regular,B,1,17854005,6
regular dose,B,1,,
regulating sweating,B,1,,
regurgitation,B,1,78104003,5
rejection,B,1,72627004,6
relaxant,B,1,90000002,5
remits,B,1,103303007,13
remote,B,1,5686001,6
renal,B,1,144009009,
renal biopsy,B,1,7246002,15
renal crisis,B,1,236503001,13
renal failure,B,1,156092003,
repair genes,B,1,,
replacement,B,1,3137001,5
repletion,B,1,,
requirement,B,1,112114003,8
rescue,B,1,48577007,8
resolution,B,1,17441009,12
respiratory muscle weakness,B,1,,
respiratory symptoms,B,1,139175004,
response to,B,1,151263008,
restlessness,B,1,139498001,
result,B,1,393456009,
reticulocyte count,B,1,143086006,
retinal,B,1,155104004,
retinal cells,B,1,,
retinal tears,B,1,193317004,
retrosternal,B,1,255568007,7
retrusion,B,1,767260005,10
rheumatoid factor,B,1,77089006,21
ribavirin,B,1,35063004,6
right arm,B,1,59126009,14
right atrium,B,1,73829009,25
right basal consolidation,B,1,,
right central facial paralysis,B,1,,
right eye pain,B,1,,
right flank,B,1,1290340007,19
right hemiface,B,1,,
right leg,B,1,32696007,15
right lumbar,B,1,133944004,19
right lung atelectasis,B,1,,
right ophthalmoparesis,B,1,,
right side,B,1,24028007,6
right ventricle,B,1,53085002,25
right ventricular afterload,B,1,,
right ventricular pressure,B,1,276756009,11
right ventricular strain,B,1,,
risk factors,B,1,156148003,
risky,B,1,719142009,5
risser sign,B,1,870537001,10
rituximab,B,1,108809004,12
sadness,B,1,66446005,10
salbutamol,B,1,91143003,9
salivary gland,B,1,75535001,16
salmonella enterica,B,1,110378009,15
scalp infection,B,1,367120006,
scenarios,B,1,,
sch,B,1,246074004,8
schatzki,B,1,66889002,12
schistocytes,B,1,726510009,6
schistosomiasis,B,1,10087007,8
scintigraphy,B,1,108291002,11
sclerosis,B,1,43846000,7
screening tool,B,1,1304062007,3
second-degree flame burn,B,1,,
second-line therapies,B,1,,
second-trimester miscarriages,B,1,,
secondary form,B,1,,
secondary hyperparathyroidism,B,1,91478007,12
secondary syphilis,B,1,154382002,
secretion,B,1,35184007,8
secretions,B,1,10031004,14
sedative effects,B,1,,
seizure,B,1,91175000,7
seizure-like event,B,1,,
self-limiting,B,1,361124009,14
semi-starved,B,1,,
senile macular,B,1,148433001,
senile macular degeneration,B,1,193384000,
sensation,B,1,272144002,4
sensitive test,B,1,,
sensory loss,B,1,33653009,10
sensory symptoms,B,1,139518002,
separation,B,1,138145002,
sequence,B,1,72633008,9
sequestration,B,1,263870008,5
serially,B,1,,
serohematic crusts,B,1,,
serologic test,B,1,68793005,18
serous cystadenoma,B,1,51608009,14
serous cystadenomas,B,1,,
serous nature,B,1,,
serum level,B,1,250640003,
settings,B,1,302171008,9
severe acidosis,B,1,,
severe infections,B,1,,
severe tremor,B,1,,
severity,B,1,246112005,6
sexual,B,1,11277008,
sharp,B,1,410707003,5
shingles,B,1,4740000,18
short circuit,B,1,,
short duration,B,1,260402009,7
short qt,B,1,698272007,13
sibling,B,1,393498007,
sibling's,B,1,,
side (,B,1,182353008,5
side effects,B,1,147904005,
sign,B,1,72670004,5
similarities,B,1,,
sitting,B,1,33586001,9
situation,B,1,158120008,
skeletal growth,B,1,,
skin abscesses,B,1,,
skin changes,B,1,238535007,9
skin graft,B,1,13853000,12
skin induration,B,1,,
skin rash,B,1,271807003,11
slow-growing,B,1,112384003,12
slower,B,1,,
small amounts,B,1,,
small intestine,B,1,30315005,20
small intrahepatic bile ducts,B,1,,
small pleural effusion,B,1,,
small risk,B,1,,
small uterus,B,1,289624004,13
small yellow deposits,B,1,,
smooth,B,1,82280004,6
social activities,B,1,1145283003,9
socket,B,1,196465007,
soft tissue injury,B,1,282026002,10
soft tissue swelling,B,1,298349001,12
soles,B,1,53960009,18
sparing,B,1,255468005,6
specific,B,1,69658003,6
spherocytic forms,B,1,,
spike-wave discharges,B,1,,
spinal canal,B,1,61853006,17
spinal nerves,B,1,20353007,11
sporadic,B,1,75741005,8
st-segment,B,1,465419006,10
stabilisation,B,1,115979005,3
stabilised,B,1,409051000,7
stage iv pancreatic adenocarcinoma,B,1,,
stages,B,1,261612004,4
staphylococcal toxic shock,B,1,240450004,11
staphylococcus saprophyticus,B,1,19743000,17
start,B,1,226630009,16
statement 2,B,1,,
stimulates,B,1,,
stimulating,B,1,1186701009,8
strawberry,B,1,102261002,8
strength deficit,B,1,,
streptococcus agalactiae,B,1,243244007,
stressful situations,B,1,,
striae,B,1,47212006,7
stroke/transient ischaemic attack,B,1,415630002,6
stroma,B,1,280868008,24
structural abnormalities,B,1,1230273004,14
structural deformity,B,1,,
subacute thyroiditis,B,1,38727009,12
subarachnoid hemorrhage,B,1,21454007,16
subpopulations,B,1,,
subsides,B,1,,
subtypes,B,1,276726000,5
sudden onset,B,1,367327000,6
sudden onset of,B,1,385315009,7
sudden onset of labour,B,1,,
sudden-onset aphasia,B,1,,
sufficient,B,1,51117008,6
suggest cushing's,B,1,,
sulfasalazine,B,1,45844004,16
summertime lesion,B,1,,
superficial lining epithelium,B,1,,
supplemental oxygen,B,1,931000119107,8
supply,B,1,136610004,
supportive evidence,B,1,,
supportive tissue,B,1,,
suppress,B,1,,
suppression,B,1,80633008,10
suppuration,B,1,41034006,7
surface,B,1,76666009,6
surgical,B,1,83578000,6
surgical intervention,B,1,413239008,9
surgical resection,B,1,737016007,7
surgically,B,1,73784008,9
surrounding,B,1,355648006,6
survival,B,1,250325008,
suspicion,B,1,706876006,8
suspicious,B,1,140821003,
sustained,B,1,263892007,5
suwanee fracture,B,1,,
swallow saliva,B,1,288960001,11
swallowing,B,1,289091002,
swelling,B,1,139161006,
swimming,B,1,20461001,13
symmetrically,B,1,306744002,9
sympathetic fibers,B,1,323810003,20
sympathetic nerve,B,1,90456006,14
symptomatic,B,1,264931009,5
symptomatology,B,1,158738000,
syncope,B,1,29423006,10
synovial joint inflammation,B,1,,
synthetic analogue,B,1,363735001,5
systemic,B,1,31099001,6
systemic lupus erythematosus,B,1,156450004,
systemic symptoms,B,1,702809001,8
systole,B,1,111973004,8
systolic,B,1,111973004,8
systolic ejection murmur,B,1,,
t,B,1,257976002,6
t waves,B,1,,
t-cell deficiency,B,1,782750002,10
t-lymphocyte,B,1,234567001,
talkativeness,B,1,,
tamoxifen,B,1,75959001,9
tanner stage iv breast development,B,1,,
target,B,1,390573008,
targeted therapies,B,1,,
targets,B,1,,
temporal lobe,B,1,78277001,23
temporary,B,1,14803004,8
temporomandibular ankylosis,B,1,,
temporomandibular discomfort,B,1,,
temporomandibular joint pain,B,1,15632491000119107,14
tenderness,B,1,29207008,
thailand,B,1,223594002,6
therapeutic approach,B,1,,
therapeutic doses,B,1,,
thermal,B,1,313094006,
thiazolidinedione,B,1,109086001,8
thick,B,1,82806002,
thickened area,B,1,,
third cranial nerve,B,1,56193007,16
thromboendartectomy,B,1,,
thrombophilia,B,1,191302007,
thrombophilias,B,1,,
thrombophilic,B,1,438827002,12
thymoglobulin,B,1,,
thyroglobulin levels,B,1,,
thyroid lesion,B,1,,
thyroid nodules,B,1,237570007,18
thyroid region,B,1,209793009,17
ticlopidine,B,1,108971003,6
timelines,B,1,,
titers,B,1,165823006,18
tongue,B,1,21974007,19
topical antibiotics,B,1,,
total hip arthroplasty,B,1,861000119106,8
toxic etiologies,B,1,,
toxicity,B,1,75478009,4
toxicity-induced,B,1,,
toxicoderma,B,1,95326004,10
traction force,B,1,,
transfusions,B,1,150999001,
transverse medullary,B,1,,
trastuzumab,B,1,116080004,
traumatic brain injury,B,1,127295002,14
traumatic injuries,B,1,1163387009,7
travel,B,1,420008001,2
treat,B,1,148040007,
treated,B,1,28995006,3
treating,B,1,137383005,
treatment options,B,1,,
treatment regimen,B,1,405117005,10
tricuspid insufficiency,B,1,111287006,22
trigeminal neuralgia,B,1,155066002,
triggering,B,1,281407001,7
triple antibiotherapy,B,1,,
tro,B,1,,
trophoblast,B,1,25149004,9
trophoblast tissue,B,1,,
trophoblastic gestation,B,1,,
trophoblastic neoplasia,B,1,609519004,19
trophoblastic tissue,B,1,399658009,8
tsh,B,1,65428006,19
ttp,B,1,78129009,18
tuberculous effusion,B,1,,
tuberculous pleural effusions,B,1,,
tum,B,1,,
tumor recurrence,B,1,277647002,7
tumour's hormone receptor status,B,1,,
tumour-like tissue,B,1,,
turner syndrome,B,1,38804009,19
type,B,1,118591007,4
type iv collagen,B,1,1367808005,18
ulcers,B,1,57186002,
ultrasonographic,B,1,422272001,8
ultrasonography,B,1,16310003,11
unbearable right knee pain,B,1,,
uncle,B,1,393524000,
unclear,B,1,,
unconjugated bilirubin,B,1,37852002,18
unconjugated hyperbilirubinemia,B,1,7752002,12
unilateral,B,1,66459002,6
unilateral headaches,B,1,,
unilateral orbitomalar fracture,B,1,,
unilateral palpebral hematoma,B,1,,
unilateral vision loss,B,1,,
unstable,B,1,263922001,6
unstable fracture,B,1,282010003,10
upper jaw,B,1,4335006,15
upper limbs,B,1,192968004,
upper motor neuron disorder,B,1,,
upper sensory tracts,B,1,,
urea levels,B,1,,
urgent,B,1,103391001,6
uric acid,B,1,1710001,17
urinalysis,B,1,27171005,12
urinary excretion,B,1,,
urinary free,B,1,,
urinary osmolality,B,1,,
urinary tract,B,1,35461009,18
urine calcium/creatinine ratio,B,1,413011003,18
urine osmolality)**.,B,1,,
urine sediment,B,1,386100006,15
urine sediment analysis,B,1,,
urticaria,B,1,156427005,
uterine bleeding,B,1,178522008,
uterine cavity,B,1,52393002,26
uterus,B,1,35039007,23
vaccination,B,1,33879002,8
vaginal fornix,B,1,248901003,13
values,B,1,394392003,
valvulopathy,B,1,763688008,14
vasculitides,B,1,239923008,13
venous doppler ultrasound,B,1,,
venous pressure,B,1,50249005,
venous thromboembolism,B,1,699035003,9
ventilation,B,1,45444009,8
ventricular extrasystoles,B,1,17338001,15
ventricular filling,B,1,250944009,10
verapamil,B,1,47898004,6
vertebral canal,B,1,61853006,17
vertical gaze,B,1,246773002,12
vessels,B,1,146274008,
veterinarian,B,1,135769006,
viability,B,1,367031001,
vibration,B,1,150835005,
vibratory sensitivity,B,1,,
video recordings,B,1,,
video-eeg,B,1,,
video-eeg monitoring,B,1,,
violaceous lesions,B,1,,
violent jerking,B,1,,
viral,B,1,392965004,
viral meningitis,B,1,154985007,
viral rna,B,1,371140008,9
virus,B,1,49872002,6
viscosity,B,1,78949001,7
visible difference,B,1,,
visual,B,1,255374006,5
visual acuity loss,B,1,,
visual disturbances,B,1,194656007,12
visual field,B,1,73750009,11
visual pathway,B,1,281477002,14
visualisation,B,1,228563004,9
visualizing,B,1,734837008,8
vitamin b1,B,1,259659006,16
vitamin b12,B,1,259664005,18
vitamin d,B,1,30178006,14
vitamin d deficiency,B,1,34713006,11
vitreous traction,B,1,,
volume,B,1,118565006,5
von willebrand's disease,B,1,154819009,
warfarin,B,1,48603004,8
warfarin therapy,B,1,722045009,9
was,B,1,159083000,5
water contaminated,B,1,,
water reabsorption,B,1,18719006,10
wbc,B,1,390136004,
weakness,B,1,13791008,10
western blot test,B,1,,
wet,B,1,17461003,6
wet form,B,1,39439008,12
white blood cell,B,1,272170001,
wild animals,B,1,,
wirsung duct,B,1,,
wiskott-aldrich syndrome,B,1,36070007,20
worry,B,1,79015004,12
worsening,B,1,230993007,7
wound,B,1,13924000,8
wound cleaning,B,1,266779009,
wound management,B,1,348667003,7
wrist,B,1,8205005,13
x chromosome,B,1,32247007,9
x-linked recess,B,1,205552006,
x-linked recessive disorder,B,1,,
x-ray findings,B,1,,
x-ray/ct,B,1,466793000,8
year,B,1,258707000,5
yersinia enterocolitica,B,1,65255000,14
young,B,1,84422007,6
zoonotic diseases,B,1,,
zygoma,B,1,7935009,19
zygomatic bone,B,1,13881006,19
β-benzodiazepine receptor subtype,B,1,,
